,STATION,DATE,TEMP,MAX,MIN,CELSIUS
1422,RPM00098646,2020-11-23,82.76,86.36,79.34,28.20
1425,RPM00098646,2020-11-26,82.58,91.22,77.18,28.10
1427,RPM00098646,2020-11-28,82.58,88.70,77.00,28.10
1434,RPM00098646,2020-12-05,82.22,87.98,74.30,27.90
1437,RPM00098646,2020-12-08,81.68,87.08,75.38,27.60
1440,RPM00098646,2020-12-11,82.22,88.88,75.56,27.90
1444,RPM00098646,2020-12-15,82.40,87.98,77.72,28.00
1446,RPM00098646,2020-12-17,80.78,87.98,75.74,27.10
1448,RPM00098646,2020-12-19,81.68,87.62,76.64,27.60
1449,RPM00098646,2020-12-20,82.76,89.06,78.26,28.20
1450,RPM00098646,2020-12-21,82.40,88.16,78.62,28.00
1453,RPM00098646,2020-12-24,82.94,88.52,76.82,28.30
1456,RPM00098646,2020-12-27,80.96,86.72,75.38,27.20
1458,RPM00098646,2020-12-29,82.04,89.24,75.38,27.80
